Verkooporderregel artikel.Artikel.Artikelcode,Omschrijving_standaard_artikelen,Priority,ArticleType,Aantal_orders_5jr,Totale_kosten_5jr,Aantal_klantlocaties_5jr,Annual_Use,Annual_Use_genormaliseerd,Aandeel_pct,Cumulatief_pct,ABC_categorie,Aandeel,Cumulatief_aandeel,Totaal_orders_5jr,Gem_orders_per_klantlocatie_5jr,Max_orders_op_1_klantlocatie_5jr,Aantal_klantlocaties_met_orders_5jr,Incourant,Artikelcode,Standaard verkoopprijs,Engineering status,Hoofdleverancier.Relatie,Artikelgroep,Inkoopprijs (standaard),Hoofdleverancier.Levertijd,MTBF(years),Hoofdleverancier.Bestelhoeveelheid,Laatste_order_datum,Unnamed: 29
BELTENDL-00000182,"Conveyor belt, fastener",3,Wear,50.0,25928.02,14.0,5185.604,370.4002857142858,0.0732968908900089,55.03061174957846,A,0.0007329689089,0.5503061174957846,50.0,3.571428571428572,29.0,14.0,Uitgeschakeld,BELTENDL-00000182,584.16,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,83",0 dagen,7.0,1.0,2026-03-16,
000784115,"Conveyor belt, welded",3,Wear,1.0,482.6,1.0,96.52,96.52,0.0190999202256576,90.36384498978012,B,0.0001909992022565,0.9036384498978012,1.0,1.0,1.0,1.0,Uitgeschakeld,000784115,584.97,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 160,47",0 dagen,7.0,0.0,2025-10-08,
MOTRBROBW30A,Motorreductor Brown,Onbekend,Onbekend,2.0,898.42,1.0,179.684,179.684,0.0355568800852369,78.50428949482024,A,0.0003555688008523,0.7850428949482025,2.0,2.0,2.0,1.0,Uitgeschakeld,MOTRBROBW30A,585.2,Custom approved,AXIS & Stuifmeel B.V.,310-Electric motor," 292,60",31 dagen,10.0,1.0,2024-02-02,
CYLIDA-00000052,"Cylinder, standard",1,Critical,5.0,2288.33,5.0,457.666,91.5332,0.0181131042063734,91.35024161325572,B,0.0001811310420637,0.9135024161325572,5.0,1.0,1.0,5.0,Uitgeschakeld,CYLIDA-00000052,585.4,Standard Approved,Festo B.V.,510-Cylinder," 292,70",0 dagen,8.0,1.0,2023-11-02,
BELTENDL-00000718,"Conveyor belt, welded",3,Wear,2.0,1661.68,1.0,332.336,332.336,0.0657645160393096,58.20562378963461,A,0.000657645160393,0.5820562378963461,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000718,585.83,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 160,70",0 dagen,7.0,1.0,2025-07-23,
000503284,"Conveyor belt, welded",3,Wear,1.0,433.9,1.0,86.78,86.78,0.0171725142683648,92.38966915844298,B,0.0001717251426836,0.92389669158443,1.0,1.0,1.0,1.0,Uitgeschakeld,000503284,587.34,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 158,74",0 dagen,7.0,0.0,2022-02-25,
BELTENDL-00000556,"Conveyor belt, welded",3,Wear,1.0,488.07,1.0,97.614,97.614,0.0193164070960147,90.15264312140047,B,0.0001931640709601,0.9015264312140048,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000556,588.86,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 159,15",0 dagen,7.0,1.0,2022-07-08,
000242475,"Conveyor belt, welded",3,Wear,1.0,405.42,1.0,81.084,81.084,0.0160453577660301,93.36540421341172,B,0.0001604535776603,0.9336540421341172,1.0,1.0,1.0,1.0,Uitgeschakeld,000242475,588.97,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 159,18",0 dagen,7.0,1.0,2025-01-20,
000408165,Transportband eindl. dmv VLV-las,3,Wear,1.0,529.81,1.0,105.962,105.962,0.0209683562676247,88.84662929914158,B,0.0002096835626762,0.8884662929914158,1.0,1.0,1.0,1.0,Uitgeschakeld,000408165,589.12,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 159,22",0 dagen,7.0,1.0,2026-03-26,
FOTOOMRE32ET16WR1,Photocell fiberglass,2,Critical,1.0,505.07,1.0,101.014,101.014,0.0199892182104702,89.66113337437108,B,0.0001998921821047,0.8966113337437107,1.0,1.0,1.0,1.0,Uitgeschakeld,FOTOOMRE32ET16WR1,589.6,Custom Approved,Omron Electronics B.V.,660-Sensor and lighting," 294,80",21 dagen,10.0,1.0,2024-02-29,
000755388,"Conveyor belt, welded",3,Wear,1.0,448.58,1.0,89.716,89.716,0.0177535064542592,91.78026484189054,B,0.0001775350645425,0.9178026484189054,1.0,1.0,1.0,1.0,Uitgeschakeld,000755388,591.08,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,15",0 dagen,7.0,0.0,2025-12-15,
000467579,"Conveyor belt, welded",3,Wear,1.0,448.89,1.0,89.77799999999999,89.77799999999999,0.0177657753628169,91.7447459558447,B,0.0001776577536281,0.9174474595584472,1.0,1.0,1.0,1.0,Uitgeschakeld,000467579,591.49,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 159,86",0 dagen,7.0,0.0,2024-05-15,
000525532,Air supply unit,1,Critical,2.0,977.23,2.0,195.446,97.723,0.0193379766288017,90.1140099114372,B,0.000193379766288,0.901140099114372,2.0,1.0,1.0,2.0,Uitgeschakeld,000525532,591.54,Custom Approved,Festo B.V.,500-Air supply," 295,77",0 dagen,10.0,0.0,2023-01-31,
000344512,"Conveyor belt, welded",3,Wear,1.0,978.0,1.0,195.6,195.6,0.0387064276433758,75.87988402175897,A,0.0003870642764337,0.7587988402175897,1.0,1.0,1.0,1.0,Uitgeschakeld,000344512,592.15,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 160,04",0 dagen,7.0,1.0,2022-04-28,
000447021,"Conveyor belt, welded",3,Wear,1.0,1057.4,1.0,211.48,211.48,0.0418488513191264,73.39297459372342,A,0.0004184885131912,0.7339297459372343,1.0,1.0,1.0,1.0,Uitgeschakeld,000447021,592.78,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 179,28",0 dagen,7.0,1.0,2025-09-17,
000515787,"Motor, three-phase geared",1,Critical,2.0,939.33,2.0,187.866,93.933,0.0185879901218058,90.8733963333381,B,0.000185879901218,0.9087339633333812,2.0,1.0,1.0,2.0,Uitgeschakeld,000515787,594.36,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 297,18",0 dagen,10.0,0.0,2026-02-11,
AB_25B-A2P5N114,"Frequency inverter PFlex 525 0,4kW 1P",1,Critical,8.0,4329.88,8.0,865.976,108.247,0.0214205249136631,88.38063573037674,B,0.0002142052491366,0.8838063573037674,8.0,1.0,1.0,8.0,Uitgeschakeld,AB_25B-A2P5N114,594.94,Standard approved,Routeco B.V.,610-Motor control," 297,46",0 dagen,10.0,5.0,2025-05-15,
000640088,"Motor, three-phase geared",1,Critical,1.0,535.34,1.0,107.068,107.068,0.0211872177654446,88.63597644871469,B,0.0002118721776544,0.8863597644871468,1.0,1.0,1.0,1.0,Uitgeschakeld,000640088,595.32,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 297,66",0 dagen,10.0,0.0,2026-02-11,
000515799,"Motor, three-phase geared",1,Critical,2.0,989.62,2.0,197.924,98.962,0.0195831569143341,89.93853641930355,B,0.0001958315691433,0.8993853641930355,2.0,1.0,1.0,2.0,Uitgeschakeld,000515799,595.32,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 297,66",0 dagen,10.0,0.0,2026-02-11,
000298046,"Conveyor belt, welded",3,Wear,2.0,916.39,1.0,183.278,183.278,0.0362680810103407,77.68073160319202,A,0.0003626808101034,0.7768073160319202,2.0,2.0,2.0,1.0,Uitgeschakeld,000298046,595.93,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,06",0 dagen,7.0,1.0,2025-07-02,
000442462,"Conveyor belt, welded",3,Wear,1.0,509.19,1.0,101.838,101.838,0.0201522759629146,89.42036696721225,B,0.0002015227596291,0.8942036696721224,1.0,1.0,1.0,1.0,Uitgeschakeld,000442462,596.59,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,24",0 dagen,7.0,1.0,2021-06-30,
000670002,"Motor, three-phase geared",1,Critical,3.0,1195.72,2.0,239.144,119.572,0.0236615795816653,86.94978750967176,B,0.0002366157958166,0.8694978750967176,3.0,1.5,2.0,2.0,Uitgeschakeld,000670002,597.86,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 287,14",0 dagen,10.0,0.0,2025-11-24,
000282593,"Conveyor belt, welded",3,Wear,1.0,900.06,1.0,180.012,180.012,0.0356217865692197,78.32634896263838,A,0.0003562178656921,0.7832634896263837,1.0,1.0,1.0,1.0,Uitgeschakeld,000282593,598.74,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,82",0 dagen,7.0,1.0,2023-01-30,
000586703,"Conveyor belt, welded",3,Wear,8.0,7553.650000000001,1.0,1510.73,1510.73,0.298951745570947,15.03200134833891,A,0.0029895174557094,0.1503200134833891,8.0,8.0,8.0,1.0,Uitgeschakeld,000586703,599.25,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 164,39",0 dagen,7.0,0.0,2025-09-03,
000728996,"Conveyor belt, welded",3,Wear,1.0,505.32,1.0,101.064,101.064,0.0199991124915651,89.62114860561023,B,0.0001999911249156,0.8962114860561023,1.0,1.0,1.0,1.0,Uitgeschakeld,000728996,599.25,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 161,96",0 dagen,7.0,0.0,2025-01-17,
000645786,"Conveyor belt, welded",3,Wear,2.0,1011.38,1.0,202.276,202.276,0.0400275120551712,74.73952379918867,A,0.0004002751205517,0.7473952379918868,2.0,2.0,2.0,1.0,Uitgeschakeld,000645786,599.7,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,08",0 dagen,7.0,0.0,2024-10-07,
BELTENDL-00000120,"Conveyor belt, welded",3,Wear,6.0,2798.42,3.0,559.684,186.5613333333333,0.0369178054689079,77.24240601756416,A,0.000369178054689,0.7724240601756416,6.0,2.0,4.0,3.0,Uitgeschakeld,BELTENDL-00000120,600.74,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 168,92",0 dagen,7.0,1.0,2026-03-31,
000613881,"Conveyor belt, welded",3,Wear,1.0,482.48,1.0,96.496,96.496,0.0190951709707321,90.40203612326408,B,0.0001909517097073,0.9040203612326406,1.0,1.0,1.0,1.0,Uitgeschakeld,000613881,600.77,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,37",0 dagen,7.0,0.0,2024-09-10,
VERLFESMSB6-1/2TB,Air supply unit,1,Critical,5.0,2314.92,5.0,462.984,92.5968,0.0183235753538248,91.16860780319244,B,0.0001832357535382,0.9116860780319244,5.0,1.0,1.0,5.0,Uitgeschakeld,VERLFESMSB6-1/2TB,602.1,Custom Approved,Festo B.V.,500-Air supply," 301,05",25 dagen,10.0,1.0,2025-04-13,
000625153,"Conveyor belt, welded",3,Wear,1.0,483.79,1.0,96.758,96.758,0.0191470170036695,90.34474506955443,B,0.0001914701700366,0.9034474506955446,1.0,1.0,1.0,1.0,Uitgeschakeld,000625153,602.4,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,81",0 dagen,7.0,0.0,2024-08-27,
000669655,"Conveyor belt, welded",3,Wear,1.0,508.15,1.0,101.63,101.63,0.0201111157535597,89.48076047170197,B,0.0002011111575355,0.8948076047170197,1.0,1.0,1.0,1.0,Uitgeschakeld,000669655,602.62,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 162,87",0 dagen,7.0,0.0,2024-08-05,
000665447,"Conveyor belt, welded",3,Wear,2.0,1503.5,1.0,300.7,300.7,0.0595042065049239,61.75725502959689,A,0.0005950420650492,0.6175725502959689,2.0,2.0,2.0,1.0,Uitgeschakeld,000665447,603.25,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 163,04",0 dagen,7.0,0.0,2025-03-21,
000670281,"Motor, servo geared",2,Critical,2.0,574.62,2.0,114.924,57.462,0.0113709036055402,96.46149579953448,C,0.0001137090360554,0.9646149579953448,2.0,1.0,1.0,2.0,Uitgeschakeld,000670281,604.86,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 308,78",0 dagen,10.0,0.0,2025-11-03,
BELTENDL-00000141,"Transport belt endless, VLV welded",3,Wear,1.0,454.96,1.0,90.992,90.992,0.0180060085078019,91.47649705004947,B,0.000180060085078,0.9147649705004948,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000141,605.25,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 163,58",0 dagen,7.0,1.0,2023-02-03,
LEN_I55-3F1.1-ETC,"Frequency inverter i55 1,1KW 3P+STO+ETC",1,Critical,3.0,952.11,3.0,190.422,63.47399999999999,0.0125605919643948,95.73150164016889,C,0.0001256059196439,0.9573150164016888,3.0,1.0,1.0,3.0,Uitgeschakeld,LEN_I55-3F1.1-ETC,608.94,Custom approved,Lenze B.V.,610-Motor control," 304,47",3 dagen,10.0,1.0,2024-05-15,
LEN_I55-3F2.2-ETC,"Frequency inverter i55 2,2kW 3P+STO+ETC",1,Critical,1.0,538.38,1.0,107.676,107.676,0.021307532223559,88.4660730455171,B,0.0002130753222355,0.884660730455171,1.0,1.0,1.0,1.0,Uitgeschakeld,LEN_I55-3F2.2-ETC,609.0,Custom approved,Lenze B.V.,610-Motor control," 304,50",2 dagen,10.0,1.0,2023-08-04,
000739556,"Conveyor belt, welded",3,Wear,1.0,507.53,1.0,101.506,101.506,0.0200865779364443,89.56113068803087,B,0.0002008657793644,0.8956113068803087,1.0,1.0,1.0,1.0,Uitgeschakeld,000739556,610.91,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 165,11",0 dagen,7.0,0.0,2025-05-12,
000834526,"Conveyor belt, welded",3,Wear,3.0,1161.08,1.0,232.216,232.216,0.0459522075748168,70.58228148029517,A,0.0004595220757481,0.7058228148029517,3.0,3.0,3.0,1.0,Uitgeschakeld,000834526,611.09,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 169,29",0 dagen,7.0,0.0,2026-04-21,
000466505,"Motor, three-phase geared",1,Critical,1.0,525.78,1.0,105.156,105.156,0.0208088604563744,88.9299969285625,B,0.0002080886045637,0.889299969285625,1.0,1.0,1.0,1.0,Uitgeschakeld,000466505,611.28,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 305,64",0 dagen,10.0,0.0,2021-08-05,
BELTENDL-00000154,"Conveyor belt, welded",3,Wear,9.0,4587.46,7.0,917.492,131.0702857142857,0.0259369250010051,85.23951908307396,B,0.00025936925001,0.8523951908307396,9.0,1.285714285714286,2.0,7.0,Uitgeschakeld,BELTENDL-00000154,611.36,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 169,36",0 dagen,7.0,1.0,2026-05-07,
000341306,"Motor, stepper",2,Critical,5.0,2517.79,2.0,503.558,251.779,0.0498234439960201,67.95910378432448,A,0.0004982344399602,0.6795910378432448,5.0,2.5,3.0,2.0,Uitgeschakeld,000341306,611.62,Custom Approved,Beckhoff Automation B.V.,310-Electric motor," 305,81",0 dagen,10.0,1.0,2025-06-13,
000680551,DPR Smal Lower Arm 800,2,Critical,144.0,242323.5,73.0,48464.7,663.9,0.1313762643785135,35.15718369599002,A,0.0013137626437851,0.3515718369599002,144.0,1.972602739726027,7.0,73.0,Uitgeschakeld,000680551,612.5,Standard Approved,Jatec B.V.,160-Merging assemblies," 170,14",0 dagen,8.0,0.0,2026-04-24,
000731565,"Motor, three-phase geared",1,Critical,1.0,584.33,1.0,116.866,116.866,0.0231261010888075,87.0900765424606,B,0.000231261010888,0.8709007654246059,1.0,1.0,1.0,1.0,Uitgeschakeld,000731565,615.08,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 294,68",0 dagen,10.0,0.0,2025-11-03,
000449467,"Motor, three-phase geared",1,Critical,2.0,474.91,1.0,94.982,94.982,0.0187955721391775,90.72382217736042,B,0.0001879557213917,0.907238221773604,2.0,2.0,2.0,1.0,Uitgeschakeld,000449467,615.38,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 307,69",0 dagen,10.0,1.0,2022-11-23,
BELTENDL-00000106,"Conveyor belt, welded",3,Wear,1.0,431.71,1.0,86.342,86.342,0.0170858403659732,92.47529545435226,B,0.0001708584036597,0.9247529545435228,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000106,617.9,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 167,00",0 dagen,7.0,1.0,2022-11-10,
000549944,Transportband eindl. dmv VLV-las,3,Wear,1.0,472.84,1.0,94.568,94.568,0.0187136474917115,90.78007987235247,B,0.0001871364749171,0.9078007987235248,1.0,1.0,1.0,1.0,Uitgeschakeld,000549944,618.24,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 167,09",0 dagen,7.0,0.0,2024-07-18,
000279456,"Cylinder, rodless",1,Critical,1.0,408.03,1.0,81.606,81.606,0.0161486540606612,93.23670544439804,B,0.0001614865406066,0.9323670544439804,1.0,1.0,1.0,1.0,Uitgeschakeld,000279456,618.7,Custom Approved,Festo B.V.,510-Cylinder," 309,35",0 dagen,8.0,1.0,2022-01-06,
BELTENDL-00000116,"Conveyor belt, welded",3,Wear,4.0,2064.64,2.0,412.928,206.464,0.0408562570396828,74.05315653020507,A,0.0004085625703968,0.7405315653020507,4.0,2.0,2.0,2.0,Uitgeschakeld,BELTENDL-00000116,619.13,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,51",0 dagen,7.0,1.0,2026-03-12,
ENCOROT-00000001,Encoder,3,Critical,4.0,2514.07,3.0,502.814,167.6046666666666,0.0331665536964492,80.18604953040462,B,0.0003316655369644,0.8018604953040461,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,ENCOROT-00000001,620.5,Custom approved,Heidenhain Nederland B.V.,660-Sensor and lighting," 310,25",40 dagen,10.0,1.0,2024-09-12,
BELTENDL-00000331,"Transport belt endless, VLV welded",3,Wear,2.0,920.84,1.0,184.168,184.168,0.0364441992138305,77.57161905436209,A,0.0003644419921383,0.7757161905436208,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000331,621.83,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 168,06",0 dagen,7.0,1.0,2025-03-05,
000670010,"Motor, three-phase geared",1,Critical,2.0,623.24,2.0,124.648,62.324,0.0123330234992114,95.80598968000209,C,0.0001233302349921,0.9580598968000208,2.0,1.0,1.0,2.0,Uitgeschakeld,000670010,623.24,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 318,16",0 dagen,10.0,0.0,2026-01-21,
000550704,"Conveyor belt, welded VLV",3,Wear,1.0,477.12,1.0,95.424,95.424,0.0188830375840567,90.61080378133413,B,0.0001888303758405,0.9061080378133411,1.0,1.0,1.0,1.0,Uitgeschakeld,000550704,623.82,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 168,60",0 dagen,7.0,0.0,2025-01-20,
000731885,"Conveyor belt, welded",3,Wear,1.0,527.97,1.0,105.594,105.594,0.020895534358766,88.86752483350034,B,0.0002089553435876,0.8886752483350034,1.0,1.0,1.0,1.0,Uitgeschakeld,000731885,626.11,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,76",0 dagen,7.0,0.0,2024-05-31,
000448601,"Conveyor belt, welded",3,Wear,1.0,515.66,1.0,103.132,103.132,0.0204083399576515,89.23811584070138,B,0.0002040833995765,0.8923811584070138,1.0,1.0,1.0,1.0,Uitgeschakeld,000448601,626.93,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 169,44",0 dagen,7.0,1.0,2025-08-27,
000449368,"Conveyor belt, welded",3,Wear,4.0,2649.34,2.0,529.868,264.934,0.0524266293520968,66.42778430786774,A,0.0005242662935209,0.6642778430786773,4.0,2.0,2.0,2.0,Uitgeschakeld,000449368,628.38,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 172,38",0 dagen,7.0,1.0,2026-03-03,
000784764,"Conveyor belt, welded",3,Wear,1.0,519.56,1.0,103.912,103.912,0.0205626907427324,89.05396001496582,B,0.0002056269074273,0.8905396001496583,1.0,1.0,1.0,1.0,Uitgeschakeld,000784764,629.78,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 172,76",0 dagen,7.0,0.0,2025-10-08,
000352031,"Motor, three-phase geared",1,Critical,2.0,968.8,2.0,193.76,96.88,0.0191711590495411,90.30643837086733,B,0.0001917115904954,0.9030643837086731,2.0,1.0,1.0,2.0,Uitgeschakeld,000352031,631.08,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 315,54",0 dagen,10.0,1.0,2022-07-01,
CYLIRODL-00000005,"Cylinder, rodless",1,Critical,1.0,558.83,1.0,111.766,111.766,0.0221168844171244,87.79310985725184,B,0.0002211688441712,0.8779310985725184,1.0,1.0,1.0,1.0,Uitgeschakeld,CYLIRODL-00000005,632.16,Standard Approved,Festo B.V.,510-Cylinder," 316,08",0 dagen,8.0,1.0,2023-11-02,
000528493,"Conveyor belt, welded",3,Wear,1.0,632.59,1.0,126.518,126.518,0.0250360931113733,85.9272246390905,B,0.0002503609311137,0.8592722463909049,1.0,1.0,1.0,1.0,Uitgeschakeld,000528493,632.59,Standard Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 175,24",0 dagen,7.0,0.0,2026-03-18,
000469841,"Conveyor belt, welded",3,Wear,1.0,1112.04,1.0,222.408,222.408,0.0440113453952348,72.06358111279722,A,0.0004401134539523,0.7206358111279723,1.0,1.0,1.0,1.0,Uitgeschakeld,000469841,632.78,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,02",0 dagen,7.0,0.0,2025-07-03,
000688842,"Conveyor belt, welded",3,Wear,1.0,480.31,1.0,96.062,96.062,0.019009288610828,90.4781261131684,B,0.0001900928861082,0.904781261131684,1.0,1.0,1.0,1.0,Uitgeschakeld,000688842,632.89,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,05",0 dagen,7.0,0.0,2024-04-11,
000493749,"Conveyor belt, fastener",3,Wear,2.0,949.48,1.0,189.896,189.896,0.0375776880560659,76.8336866449286,A,0.0003757768805606,0.7683368664492861,2.0,2.0,2.0,1.0,Uitgeschakeld,000493749,633.11,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,11",0 dagen,7.0,0.0,2023-05-15,
000645150,"Conveyor belt, welded",3,Wear,1.0,534.77,1.0,106.954,106.954,0.0211646588045481,88.67831289020617,B,0.0002116465880454,0.8867831289020617,1.0,1.0,1.0,1.0,Uitgeschakeld,000645150,634.18,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,40",0 dagen,7.0,0.0,2023-08-21,
000670001,"Motor, three-phase geared",1,Critical,2.0,1165.62,2.0,233.124,116.562,0.0230659438597504,87.13622821874229,B,0.0002306594385975,0.8713622821874228,2.0,1.0,1.0,2.0,Uitgeschakeld,000670001,635.56,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 304,49",0 dagen,10.0,0.0,2025-11-03,
000507047,"Conveyor belt, welded",3,Wear,2.0,991.53,1.0,198.306,198.306,0.0392419061362336,75.3733779628034,A,0.0003924190613623,0.753733779628034,2.0,2.0,2.0,1.0,Uitgeschakeld,000507047,635.59,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 171,78",0 dagen,7.0,0.0,2024-06-18,
LEN_PI553F.55-ETC,"Frequency inverter i55p 0,55KW 3F+STO+ETC",1,Critical,1.0,444.4,1.0,88.88,88.88,0.0175880740743519,91.90406886453287,B,0.0001758807407435,0.9190406886453288,1.0,1.0,1.0,1.0,Uitgeschakeld,LEN_PI553F.55-ETC,635.98,Custom approved,Lenze B.V.,610-Motor control," 317,99",16 dagen,10.0,1.0,2021-10-01,
000420473,"Motor, three-phase geared",1,Critical,2.0,965.98,1.0,193.196,193.196,0.0382307106083315,76.30276001608858,A,0.0003823071060833,0.7630276001608859,2.0,2.0,2.0,1.0,Uitgeschakeld,000420473,637.34,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 318,67",0 dagen,10.0,1.0,2025-02-21,
BELTENDL-00000003,"Transport belt endless, VLV welded",3,Wear,1.0,933.08,1.0,186.616,186.616,0.0369286232162384,77.20548821209525,A,0.0003692862321623,0.7720548821209525,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000003,638.29,Custom approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 172,51",0 dagen,7.0,1.0,2022-04-28,
000769857,"Conveyor belt, welded",3,Wear,1.0,530.65,1.0,106.13,106.13,0.0210016010521036,88.78368900669801,B,0.000210016010521,0.8878368900669801,1.0,1.0,1.0,1.0,Uitgeschakeld,000769857,638.73,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 172,63",0 dagen,7.0,0.0,2025-05-21,
000241660,"Conveyor belt, welded",3,Wear,7.0,3305.09,1.0,661.018,661.018,0.1308059580162016,35.54987623528181,A,0.001308059580162,0.3554987623528181,7.0,7.0,7.0,1.0,Uitgeschakeld,000241660,639.85,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 172,93",0 dagen,7.0,1.0,2025-03-11,
CON_C300-034-00073,Frequency inverter  3kW 3P FS3,1,Critical,14.0,8075.96,13.0,1615.192,124.2455384615385,0.0245864056465941,86.27430445120284,B,0.0002458640564659,0.8627430445120283,14.0,1.076923076923077,2.0,13.0,Uitgeschakeld,CON_C300-034-00073,640.0,Standard Approved,Nidec Netherlands B.V.,610-Motor control," 320,00",0 dagen,10.0,0.0,2026-04-23,
000364131,"Motor, three-phase geared",1,Critical,1.0,556.58,1.0,111.316,111.316,0.02202783588727,87.85926104179633,B,0.0002202783588727,0.8785926104179633,1.0,1.0,1.0,1.0,Uitgeschakeld,000364131,641.9,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 320,95",0 dagen,10.0,1.0,2021-09-29,
000546267,"Conveyor belt, welded",3,Wear,1.0,481.39,1.0,96.278,96.278,0.0190520319051581,90.42108815516922,B,0.0001905203190515,0.9042108815516922,1.0,1.0,1.0,1.0,Uitgeschakeld,000546267,641.99,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 173,51",0 dagen,7.0,0.0,2024-10-30,
000763231,"Conveyor belt, welded",3,Wear,1.0,487.47,1.0,97.494,97.494,0.0192926608213869,90.17193578222184,B,0.0001929266082138,0.9017193578222186,1.0,1.0,1.0,1.0,Uitgeschakeld,000763231,642.32,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 176,20",0 dagen,7.0,0.0,2025-12-15,
